iter	Logloss
0	0.6108681139
1	0.5308521801
2	0.4719637445
3	0.4225673747
4	0.3933021541
5	0.3674768949
6	0.3497122771
7	0.312053927
8	0.2906397636
9	0.2784795049
10	0.2581200791
11	0.2466445021
12	0.2400129039
13	0.2244280263
14	0.2067323306
15	0.1964973093
16	0.1891751105
17	0.1844762905
18	0.1798702121
19	0.1738955161
20	0.1640275877
21	0.1598600987
22	0.155494803
23	0.1519738861
24	0.1477150635
25	0.1458382685
26	0.1435185129
27	0.1398348837
28	0.1379750628
29	0.1354020512
30	0.1332925593
31	0.1325446633
32	0.1310122034
33	0.1304801957
34	0.1291149595
35	0.1278156278
36	0.1266512137
37	0.1245667802
38	0.1238351095
39	0.1225846562
40	0.1220406019
41	0.1211866619
42	0.1202740786
43	0.1197816777
44	0.1194011375
45	0.1188658161
46	0.1185600033
47	0.1177940332
48	0.1170629924
49	0.1167967555
50	0.1165687149
51	0.1158668475
52	0.1157438632
53	0.1153076671
54	0.1149449217
55	0.1147533058
56	0.1144248985
57	0.1142968688
58	0.114129556
59	0.113981395
60	0.1136682825
61	0.1130774404
62	0.1128870078
63	0.1125430772
64	0.1122910446
65	0.1121396581
66	0.1110275618
67	0.1108530238
68	0.1106305439
69	0.110442507
70	0.1102867572
71	0.1101404011
72	0.1100300161
73	0.1095453875
74	0.1094163586
75	0.1093293643
76	0.1089651563
77	0.108866933
78	0.1087134173
79	0.1086345982
80	0.108389877
81	0.1082350639
82	0.1081215658
83	0.107988098
84	0.1078715879
85	0.1076906854
86	0.1075117781
87	0.1074233538
88	0.1072309785
89	0.107100944
90	0.1070302647
91	0.106929848
92	0.1068299767
93	0.1066219017
94	0.1065010641
95	0.1064000345
96	0.1062523324
97	0.1061230333
98	0.1059380049
99	0.105819094
100	0.1057342379
101	0.1055152207
102	0.1053420107
103	0.1052409661
104	0.1051672258
105	0.1048632727
106	0.1047634449
107	0.1046108298
108	0.1045300028
109	0.1044694558
110	0.1042263998
111	0.1041597939
112	0.1040144059
113	0.1039518263
114	0.1038372877
115	0.1037797498
116	0.103699227
117	0.103622249
118	0.1035299066
119	0.1032406745
120	0.1031106564
121	0.1030421588
122	0.1029438926
123	0.1028382367
124	0.1027369346
125	0.1026233133
126	0.1024853645
127	0.102421177
128	0.1023405922
129	0.1022733129
130	0.1021069015
131	0.1020312775
132	0.1019348952
133	0.1018697012
134	0.1017278706
135	0.1013751955
136	0.1011808862
137	0.1008889263
138	0.1007988009
139	0.1006913743
140	0.1006005286
141	0.1004613528
142	0.1003615759
143	0.1002851041
144	0.1001819034
145	0.100064794
146	0.1000011442
147	0.09988794275
148	0.09969167969
149	0.09960879368
150	0.09956083211
151	0.09917332988
152	0.09902239852
153	0.09888967319
154	0.0987987041
155	0.09871504943
156	0.09863775457
157	0.0984958336
158	0.0983674615
159	0.09828439674
160	0.09819483954
161	0.0978534395
162	0.09772015501
163	0.09764695062
164	0.09755695236
165	0.09726102659
166	0.09719738195
167	0.0970900272
168	0.09691682656
169	0.09683082693
170	0.0967584259
171	0.09667216976
172	0.09659245606
173	0.09647074663
174	0.09640152508
175	0.09630393643
176	0.09619841413
177	0.09613351011
178	0.0960649294
179	0.09599070099
180	0.09582767725
181	0.09573980919
182	0.09564093972
183	0.09557039533
184	0.09544713811
185	0.09538374152
186	0.09534071986
187	0.09527865584
188	0.09521633925
189	0.0950432053
190	0.09495313992
191	0.09488775427
192	0.09482702747
193	0.09473972346
194	0.09459572729
195	0.09453809188
196	0.09448496887
197	0.09442197469
198	0.09435804504
199	0.09407995378
200	0.09394471915
201	0.09388961694
202	0.09381264736
203	0.09368246991
204	0.09361394724
205	0.09355947656
206	0.09345094483
207	0.09340513837
208	0.09334288433
209	0.09323200299
210	0.09313507058
211	0.0930550273
212	0.09300945579
213	0.09291513767
214	0.09273656658
215	0.09268447245
216	0.09262293474
217	0.09252836559
218	0.09244506048
219	0.09237296334
220	0.09226546061
221	0.09217117642
222	0.09207065676
223	0.09197191083
224	0.09191505856
225	0.09184751417
226	0.09178410341
227	0.09173179938
228	0.09168310614
229	0.09161733771
230	0.09154680497
231	0.0914658358
232	0.09140649121
233	0.09132629033
234	0.09124712528
235	0.09117565839
236	0.09109876316
237	0.09101945618
238	0.09091609432
239	0.09086768047
240	0.09080529544
241	0.09070372622
242	0.09064554189
243	0.09057388203
244	0.09047517069
245	0.09034385873
246	0.09028759849
247	0.09022045266
248	0.09014450605
249	0.09010026153
250	0.09006212945
251	0.0900044792
252	0.08992928207
253	0.0898771547
254	0.08980455537
255	0.08974834648
256	0.08970188557
257	0.08961374181
258	0.08955038443
259	0.08949978753
260	0.08943558945
261	0.0893892329
262	0.08933489566
263	0.08926089213
264	0.08922092641
265	0.08913824206
266	0.08907287385
267	0.08899477384
268	0.08895265051
269	0.0888866952
270	0.08884241691
271	0.08860650074
272	0.0885327776
273	0.0884966154
274	0.08843420174
275	0.0883728599
276	0.08832546839
277	0.0882738268
278	0.08823083101
279	0.08816635234
280	0.08808144065
281	0.08805121929
282	0.08797613826
283	0.08793194564
284	0.08783520799
285	0.08776187973
286	0.08768949539
287	0.08761956095
288	0.08759480092
289	0.08756818104
290	0.08750439591
291	0.08744066579
292	0.08733511918
293	0.08728671724
294	0.08723735364
295	0.08719174556
296	0.087137225
297	0.08710098118
298	0.08700828651
299	0.08690986265
300	0.08684872996
301	0.08677673172
302	0.0867075017
303	0.08666340135
304	0.08658069889
305	0.08650269115
306	0.08645655925
307	0.08642091141
308	0.08636921236
309	0.08632669689
310	0.0862476183
311	0.08620811979
312	0.08614442964
313	0.08610779779
314	0.08607395502
315	0.08601280202
316	0.08595144425
317	0.08589707613
318	0.08572433114
319	0.08569554927
320	0.08564221108
321	0.08558200583
322	0.0855368592
323	0.08548531015
324	0.0854199008
325	0.08538514568
326	0.08533888922
327	0.08529644017
328	0.08523259454
329	0.08519577229
330	0.08512762185
331	0.08505572317
332	0.08499354673
333	0.08493541323
334	0.08490374518
335	0.08486061111
336	0.08482053187
337	0.08478657632
338	0.08473270805
339	0.08468193495
340	0.0846125997
341	0.08456616149
342	0.08450438059
343	0.08445949117
344	0.08439858233
345	0.08431727294
346	0.08428523823
347	0.08418297817
348	0.08412711693
349	0.08409878461
350	0.0840349318
351	0.08398962729
352	0.08392994772
353	0.08387785423
354	0.08381889399
355	0.08376275225
356	0.08372351603
357	0.0836433932
358	0.08358208685
359	0.08351364926
360	0.08346527287
361	0.08342667732
362	0.0833666778
363	0.0833198298
364	0.08327977989
365	0.08325013026
366	0.0832107918
367	0.08317677871
368	0.08311095327
369	0.08304773337
370	0.08299616457
371	0.082941182
372	0.0828909114
373	0.08283583864
374	0.08276202113
375	0.08269364794
376	0.08264897537
377	0.08259652498
378	0.08255830327
379	0.08250719416
380	0.08245675888
381	0.08240756707
382	0.08238518248
383	0.08231528804
384	0.08227116125
385	0.08224966191
386	0.0821693692
387	0.08213159124
388	0.0820871537
389	0.08204182585
390	0.08200803693
391	0.08197397118
392	0.08194453741
393	0.0818783522
394	0.08183566923
395	0.08177784809
396	0.08175596098
397	0.0817067178
398	0.08165801851
399	0.08162090632
400	0.08156393226
401	0.08154560872
402	0.08151023227
403	0.0814683373
404	0.0814117442
405	0.08139447197
406	0.08136704963
407	0.08132550489
408	0.08127954778
409	0.08122844926
410	0.08120386169
411	0.08116483886
412	0.08112763055
413	0.08107924288
414	0.08099201408
415	0.08095507237
416	0.080882604
417	0.08082482826
418	0.08074053507
419	0.08069102729
420	0.08066478557
421	0.08063156601
422	0.08059196647
423	0.08053072338
424	0.08046772102
425	0.08041649527
426	0.08038330027
427	0.08032466358
428	0.08027850618
429	0.08023093738
430	0.08019613835
431	0.0801567085
432	0.08009731955
433	0.08001467305
434	0.07999181831
435	0.07993354338
436	0.07990480941
437	0.0798690119
438	0.07980433225
439	0.07973304083
440	0.07969078183
441	0.07963349545
442	0.07959433114
443	0.07956765683
444	0.07952862622
445	0.07947424879
446	0.07943311427
447	0.07938130311
448	0.07934903439
449	0.07930742546
450	0.07926809309
451	0.07921837967
452	0.07920615829
453	0.07918375584
454	0.07917307383
455	0.07914407907
456	0.07909884539
457	0.07904917233
458	0.07898667909
459	0.07892756108
460	0.07888425814
461	0.07885178129
462	0.07879946081
463	0.07875874254
464	0.07872811446
465	0.07868723248
466	0.07863951209
467	0.07859034822
468	0.07855445427
469	0.07850953863
470	0.07845507564
471	0.07839808162
472	0.07833132919
473	0.07828086576
474	0.0782393529
475	0.07819502096
476	0.07815825482
477	0.07810467324
478	0.07805472224
479	0.07803460136
480	0.07798494017
481	0.07794572937
482	0.07790145783
483	0.07788016519
484	0.07784904759
485	0.0778126051
486	0.07774253888
487	0.07771103401
488	0.07768734857
489	0.07762735311
490	0.0775650074
491	0.07754050699
492	0.07750557205
493	0.07744805004
494	0.07739834007
495	0.07735738788
496	0.07730505014
497	0.07725908718
498	0.07719045078
499	0.0771427231
